goos: linux
goarch: amd64
pkg: github.com/FnuGk/ipcbench
BenchmarkNestedProtoMarshal1-8         	10000000	       784 ns/op	     208 B/op	       1 allocs/op
BenchmarkNestedJSONMarshal100-8        	   20000	    464025 ns/op	  164224 B/op	      11 allocs/op
BenchmarkNestedJSONMarshal100-8        	   20000	    459574 ns/op	  164224 B/op	      11 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4429819 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4375925 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4467333 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4423416 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4477417 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4528015 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4454083 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4401470 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4415171 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4391863 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4437247 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4433788 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4336938 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4504707 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4373691 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4455712 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4435095 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4476618 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4420219 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4430853 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4477285 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4455193 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4518767 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4441955 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4438016 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4400876 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4513331 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4394490 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4430338 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal1000-8       	    2000	   4409080 ns/op	 1278336 B/op	      14 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23374617 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23373793 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23379076 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     200	  41827557 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23294772 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23287371 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23266260 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23376819 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23357657 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23364863 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23300259 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23386530 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23347821 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23353069 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23406220 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23403512 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23354717 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23476479 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23382065 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23432615 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23407038 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23321655 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23318082 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23335982 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  43363006 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23352237 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23377209 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23370331 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23361988 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal5000-8       	     300	  23386728 ns/op	10051968 B/op	      17 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     200	  47282327 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     100	  60315304 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     100	  95773227 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     100	  76597650 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     200	  47440505 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     200	  47564633 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     100	  80588248 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     100	  59557315 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     200	  47188592 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     200	  47337295 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     200	  74745259 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     200	  51408929 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     200	  47357538 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     200	  47243960 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     200	  47307130 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     100	  73591234 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     100	  74563776 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     200	  47189477 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     200	  47545280 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     200	  47369830 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     100	  85918556 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     100	  69967054 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     200	  47427680 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     200	  47187465 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     200	  47520561 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     200	  47313091 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     200	  47484999 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     200	  67239586 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     100	  52746343 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedJSONMarshal10000-8      	     200	  47508427 ns/op	20078976 B/op	      18 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1397 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1399 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1397 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1399 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1401 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1396 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1400 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1397 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1398 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1402 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1397 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1398 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1397 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1398 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1397 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1398 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1398 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1399 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1399 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1395 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1397 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1397 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1398 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1396 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1401 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1397 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1397 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1397 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1399 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal1-8       	 5000000	      1398 ns/op	     752 B/op	      19 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15755 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15766 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15730 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15740 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15782 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15743 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15741 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15731 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15743 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15741 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15761 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15745 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15731 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15727 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15719 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15737 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15706 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15709 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15697 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15728 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15740 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15711 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15736 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15752 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15740 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15741 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15722 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15741 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15727 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal10-8      	  500000	     15749 ns/op	    8824 B/op	     192 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188685 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188664 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188624 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188851 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188572 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188727 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188218 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188254 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188301 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    189087 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188691 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188581 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188628 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188733 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188798 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188740 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188674 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188658 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188775 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188738 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    189557 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188625 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188720 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188794 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188601 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188631 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188501 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188321 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188395 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal100-8     	   50000	    188661 ns/op	   98568 B/op	    2108 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1908152 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1910768 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1909907 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1910431 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1904952 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1909233 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1906730 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1911506 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1908423 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1910234 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1908054 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1913631 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1910772 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1910534 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1908619 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1911530 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1907473 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1910624 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1907439 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1912032 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1909931 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1909687 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1907964 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1910843 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1907663 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1914325 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1908913 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1909620 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1907843 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal1000-8    	    5000	   1909703 ns/op	  977208 B/op	   20901 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	  10004855 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	  10024148 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	  17180357 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	     300	  20504288 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	  10001670 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	  10030734 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	  10008775 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	   9991354 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	   9977031 ns/op	 5037731 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	  10030415 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	  10015452 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	  10006220 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	  10019616 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	   9998470 ns/op	 5037731 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	  16363393 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	     300	  19229803 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	   9999819 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	   9997363 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	  10034297 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	  10015578 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	  10017844 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	   9983951 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	   9988697 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	   9973962 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	  16162187 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	     300	  20450749 ns/op	 5037731 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	     300	  20419355 ns/op	 5037731 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	   9988164 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	  10012371 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal5000-8    	    1000	  10008262 ns/op	 5037730 B/op	  106073 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  20209624 ns/op	10143844 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  20192495 ns/op	10143843 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  20163876 ns/op	10143843 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  35388908 ns/op	10143843 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     200	  29168680 ns/op	10143844 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  20202737 ns/op	10143843 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  20259140 ns/op	10143844 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  20191074 ns/op	10143843 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  20132880 ns/op	10143843 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  20222708 ns/op	10143843 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  20284383 ns/op	10143842 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  20176088 ns/op	10143844 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  20108083 ns/op	10143844 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  29676569 ns/op	10143843 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     200	  41268366 ns/op	10143844 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  20173576 ns/op	10143844 B/op	  212007 allocs/op
