Test,Iterations,ns/op,B/op,allocs/op
BenchmarkNestedJSONMarshal5000-8       ,     300,  23361988 ,10051968 ,      17 
BenchmarkNestedJSONMarshal5000-8       ,     300,  23386728 ,10051968 ,      17 
BenchmarkNestedJSONMarshal10000-8      ,     200,  47282327 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     100,  60315304 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     100,  95773227 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     100,  76597650 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     200,  47440505 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     200,  47564633 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     100,  80588248 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     100,  59557315 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     200,  47188592 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     200,  47337295 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     200,  74745259 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     200,  51408929 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     200,  47357538 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     200,  47243960 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     200,  47307130 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     100,  73591234 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     100,  74563776 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     200,  47189477 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     200,  47545280 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     200,  47369830 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     100,  85918556 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     100,  69967054 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     200,  47427680 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     200,  47187465 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     200,  47520561 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     200,  47313091 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     200,  47484999 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     200,  67239586 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     100,  52746343 ,20078976 ,      18 
BenchmarkNestedJSONMarshal10000-8      ,     200,  47508427 ,20078976 ,      18 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1397 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1399 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1397 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1399 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1401 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1396 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1400 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1397 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1398 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1402 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1397 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1398 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1397 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1398 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1397 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1398 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1398 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1399 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1399 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1395 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1397 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1397 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1398 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1396 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1401 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1397 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1397 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1397 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1399 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal1-8       , 5000000,      1398 ,     752 ,      19 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15755 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15766 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15730 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15740 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15782 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15743 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15741 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15731 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15743 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15741 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15761 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15745 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15731 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15727 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15719 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15737 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15706 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15709 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15697 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15728 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15740 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15711 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15736 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15752 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15740 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15741 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15722 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15741 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15727 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal10-8      ,  500000,     15749 ,    8824 ,     192 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188685 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188664 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188624 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188851 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188572 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188727 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188218 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188254 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188301 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    189087 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188691 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188581 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188628 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188733 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188798 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188740 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188674 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188658 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188775 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188738 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    189557 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188625 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188720 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188794 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188601 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188631 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188501 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188321 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188395 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal100-8     ,   50000,    188661 ,   98568 ,    2108 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1908152 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1910768 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1909907 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1910431 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1904952 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1909233 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1906730 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1911506 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1908423 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1910234 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1908054 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1913631 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1910772 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1910534 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1908619 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1911530 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1907473 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1910624 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1907439 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1912032 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1909931 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1909687 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1907964 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1910843 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1907663 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1914325 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1908913 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1909620 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1907843 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal1000-8    ,    5000,   1909703 ,  977208 ,   20901 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,  10004855 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,  10024148 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,  17180357 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,     300,  20504288 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,  10001670 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,  10030734 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,  10008775 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,   9991354 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,   9977031 , 5037731 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,  10030415 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,  10015452 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,  10006220 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,  10019616 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,   9998470 , 5037731 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,  16363393 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,     300,  19229803 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,   9999819 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,   9997363 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,  10034297 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,  10015578 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,  10017844 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,   9983951 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,   9988697 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,   9973962 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,  16162187 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,     300,  20450749 , 5037731 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,     300,  20419355 , 5037731 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,   9988164 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,  10012371 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal5000-8    ,    1000,  10008262 , 5037730 ,  106073 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  20209624 ,10143844 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  20192495 ,10143843 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  20163876 ,10143843 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  35388908 ,10143843 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     200,  29168680 ,10143844 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  20202737 ,10143843 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  20259140 ,10143844 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  20191074 ,10143843 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  20132880 ,10143843 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  20222708 ,10143843 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  20284383 ,10143842 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  20176088 ,10143844 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  20108083 ,10143844 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  29676569 ,10143843 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     200,  41268366 ,10143844 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  20173576 ,10143844 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  20228279 ,10143843 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  20174381 ,10143843 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  20387595 ,10143842 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  20233423 ,10143845 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  20188333 ,10143844 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  20203889 ,10143843 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  20208039 ,10143844 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  20350966 ,10143843 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     200,  41244055 ,10143843 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     200,  26769243 ,10143844 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  20160033 ,10143844 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  20243152 ,10143843 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  20190187 ,10143844 ,  212007 
BenchmarkNestedProtoUnMarshal10000-8   ,     300,  20285002 ,10143843 ,  212007 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     20794 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        ,  500000,     10346 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     13638 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     15261 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     13618 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     11999 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     14439 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     10352 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     14994 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        ,  500000,     10347 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     13630 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     11091 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        ,  300000,     18451 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     11994 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     13629 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     13650 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     12809 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     10361 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     13625 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     12797 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     10354 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     13623 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     13631 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     14447 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     10344 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     13628 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     13274 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        ,  500000,     10352 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     13631 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal1-8        , 1000000,     10353 ,     816 ,      23 
BenchmarkNestedJSONUnMarshal10-8       ,  100000,    148392 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,   50000,    182694 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,  100000,    140080 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,  100000,    131890 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,  100000,    156586 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,  100000,    115523 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,  100000,    140075 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,  100000,    156520 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,   50000,    152930 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,  100000,    140157 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,   50000,    157391 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,  100000,    115501 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,   30000,    168891 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,  100000,    115485 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,   50000,    188231 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,  100000,    115457 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,  100000,    140155 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,   50000,    150798 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,   50000,    148430 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,  100000,    149970 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,   50000,    115536 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,  100000,    138292 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,   50000,    115367 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,  100000,    131780 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,  100000,    115421 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,  100000,    156424 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,  100000,    118979 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,   30000,    187659 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,   30000,    190260 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal10-8       ,  100000,    115500 ,    5344 ,     215 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1834713 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1535227 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    3000,   1768167 ,   57312 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1338953 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1334813 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1335962 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1336038 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1629889 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    3000,   2432488 ,   57312 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1365441 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1664074 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1334784 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1827423 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1334929 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1633458 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    3000,   2154775 ,   57312 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1335046 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1335116 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1990002 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1333566 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1784035 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1335735 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1427032 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    3000,   1952410 ,   57312 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1824496 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1993702 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1332987 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1338007 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1333525 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal100-8      ,    5000,   1990509 ,   57299 ,    2404 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  13307478 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  16589759 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  13296802 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  13322589 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     300,  21784301 ,  570015 ,   23918 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  16601628 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  16574871 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  13310201 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  16634978 ,  568729 ,   23899 
